18.325	-94.3	19.497
18.631	-102.5	19.442
18.874	-111.4	19.442
19.049	-120.2	19.455
19.173	-128.5	19.455
19.268	-137	19.492
19.339	-145.5	19.492
19.392	-153.2	19.495
19.438	-160.2	19.495
19.488	-168.8	19.498
19.529	-175.8	19.498
19.576	-183.2	19.483
19.632	-190.9	19.483
19.699	-198	19.489
19.807	-206.9	19.489
19.939	-215.2	19.486
20	-218.4	19.486
