1.143	-0.1
1.7145	6.7
2	10
2.2	11.7
2.4	14.3
2.6	16.5
2.8	18.6
3	21.4
3.2	24.2
3.4	27
3.6	29.9
3.8	33.2
4	37
4.2	41.5
4.4	47.5
4.6	54.9
4.8	67.7
4.8785	76.1
4.9225	83.6
4.9525	91
4.9745	97.3
4.999	113.2
5.019	142.3
5.039	161.2
5.059	171
5.091	179.3
5.148	188
5.2385	196.1
5.3925	203.6
5.5925	208
5.7925	211.9
