0 114.9
0.05 109.4
0.1 105
0.2175 96.1
0.3365 87.5
0.4555 80.9
0.64 74
0.9555 64.4
1.282 56.6
1.7025 47.7
2.135 40.2
2.635 31.3
3.0665 24.7
3.5665 15.3
3.928 7.3
4.234 -0.6
4.502 -8.9
4.714 -18.9
4.826 -25.1
4.951 -34.5
5.029 -42.4
5.087 -50.2
5.137 -59.4
5.187 -69.9
5.237 -83
5.287 -100.6
5.337 -142.8
5.387 -188.6
5.437 -205
5.5055 -215.7
5.614 -225.8
5.756 -233.7
6.0005 -242.6
6.334 -250.8
6.809 -258.8
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
