0 -56
0.02 -4.4
0.04 13
0.094 34.3
0.184 51.8
0.351 69.1
0.551 81.6
0.751 90.6
0.951 97.9
1.151 104.1
1.351 109.5
1.551 114.4
1.751 118.9
1.951 123.2
2.151 127.4
2.351 131.3
2.551 135.3
2.751 139.2
2.951 143.2
3.151 147.3
3.351 151.4
3.551 155.8
3.751 160.5
3.951 165.6
4.151 171.3
4.351 177.7
4.551 185.1
4.751 193.6
4.928 202.4
5.066 210.3
5.187 217.1
5.332 224.4
5.51 232.4
5.709 239.6
5.909 245.5
6.109 250.6
6.309 254.7
6.509 258.3
6.709 261.3
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
