5,Schwartz Optimized,0.597,0.016,0.9971,0-5
6,Schwartz Optimized,0.651,0.065,0.9438,0-5
7,Schwartz Optimized,nan,nan,0.9561,0-6
8,Schwartz Optimized,nan,nan,0.9574,0-7
9,Schwartz Optimized,nan,nan,0.9570,0-8
10,Schwartz Optimized,nan,nan,0.9483,0-9
11,Schwartz Optimized,1.345,0.055,0.9901,6-11
12,Schwartz Optimized,1.740,0.080,0.9854,6-12
13,Schwartz Optimized,nan,nan,0.9822,6-13
14,Schwartz Optimized,nan,nan,0.9822,6-14
15,Schwartz Optimized,1.354,0.018,0.9983,10-15
16,Schwartz Optimized,0.605,0.050,0.7253,0-16
17,Schwartz Optimized,1.974,0.052,0.9923,10-17
18,Schwartz Optimized,2.017,0.047,0.9927,10-18
19,Schwartz Optimized,2.077,0.054,0.9896,10-19
20,Schwartz Optimized,2.077,0.054,0.9896,10-18
21,Schwartz Optimized,2.077,0.054,0.9896,10-18
22,Schwartz Optimized,2.355,0.078,0.9768,10-21
23,Schwartz Optimized,0.806,0.061,0.6384,0-23
24,Schwartz Optimized,0.834,0.062,0.6281,0-24
25,Schwartz Optimized,0.863,0.063,0.6183,0-25
26,Schwartz Optimized,0.891,0.065,0.6090,0-26
27,Schwartz Optimized,0.919,0.066,0.5998,0-27
28,Schwartz Optimized,2.164,0.043,0.9856,17-28
29,Schwartz Optimized,2.858,0.068,0.9831,15-29
30,Schwartz Optimized,3.534,0.080,0.9862,15-30
31,Schwartz Optimized,3.939,0.080,0.9889,15-30
32,Schwartz Optimized,3.958,0.071,0.9906,15-31
33,Schwartz Optimized,4.129,0.068,0.9923,17-33
34,Schwartz Optimized,4.103,0.063,0.9928,17-34
35,Schwartz Optimized,3.921,0.060,0.9920,17-34
36,Schwartz Optimized,3.982,0.067,0.9896,17-35
37,Schwartz Optimized,4.374,0.066,0.9920,18-36
38,Schwartz Optimized,4.482,0.060,0.9935,17-36
39,Schwartz Optimized,4.618,0.047,0.9962,20-39
40,Schwartz Optimized,4.318,0.045,0.9955,20-40
41,Schwartz Optimized,4.299,0.040,0.9963,21-41
42,Schwartz Optimized,4.494,0.038,0.9969,21-42
43,Schwartz Optimized,4.668,0.036,0.9974,22-43
44,Schwartz Optimized,4.772,0.033,0.9977,21-43
45,Schwartz Optimized,4.800,0.032,0.9978,22-44
46,Schwartz Optimized,4.889,0.033,0.9978,23-45
47,Schwartz Optimized,4.884,0.030,0.9981,23-46
48,Schwartz Optimized,4.986,0.031,0.9980,23-46
49,Schwartz Optimized,4.986,0.031,0.9980,23-46
50,Schwartz Optimized,5.004,0.029,0.9981,23-47
51,Schwartz Optimized,5.004,0.029,0.9981,23-47
52,Schwartz Optimized,5.006,0.026,0.9983,25-50
53,Schwartz Optimized,4.905,0.025,0.9984,24-50
54,Schwartz Optimized,4.978,0.023,0.9985,27-53
55,Schwartz Optimized,4.986,0.023,0.9985,27-53
56,Schwartz Optimized,4.998,0.021,0.9987,27-54
57,Schwartz Optimized,5.001,0.021,0.9987,29-56
58,Schwartz Optimized,4.989,0.019,0.9988,28-56
59,Schwartz Optimized,4.989,0.019,0.9988,28-56
60,Schwartz Optimized,5.040,0.019,0.9988,32-60
61,Schwartz Optimized,4.881,0.017,0.9988,30-60
62,Schwartz Optimized,4.900,0.016,0.9990,30-61
63,Schwartz Optimized,4.890,0.015,0.9990,31-62
64,Schwartz Optimized,4.905,0.014,0.9991,31-63
65,Schwartz Optimized,4.925,0.014,0.9991,31-63
66,Schwartz Optimized,4.935,0.013,0.9992,32-65
67,Schwartz Optimized,4.963,0.012,0.9993,33-66
68,Schwartz Optimized,4.962,0.011,0.9993,33-67
69,Schwartz Optimized,4.967,0.011,0.9993,33-67
70,Schwartz Optimized,4.970,0.011,0.9994,33-68
71,Schwartz Optimized,5.001,0.007,0.9997,36-71
72,Schwartz Optimized,5.004,0.007,0.9997,36-71
73,Schwartz Optimized,5.012,0.007,0.9997,37-72
74,Schwartz Optimized,5.018,0.007,0.9997,37-73
75,Schwartz Optimized,5.018,0.007,0.9997,37-73
76,Schwartz Optimized,5.032,0.007,0.9997,37-73
77,Schwartz Optimized,5.026,0.006,0.9997,39-76
78,Schwartz Optimized,5.020,0.006,0.9997,39-77
79,Schwartz Optimized,5.025,0.005,0.9998,41-78
80,Schwartz Optimized,5.027,0.005,0.9998,41-79
81,Schwartz Optimized,5.030,0.005,0.9998,41-79
82,Schwartz Optimized,5.028,0.005,0.9998,41-80
83,Schwartz Optimized,5.035,0.005,0.9998,44-82
84,Schwartz Optimized,5.031,0.004,0.9998,43-83
85,Schwartz Optimized,5.031,0.004,0.9998,45-84
86,Schwartz Optimized,5.029,0.004,0.9998,44-85
87,Schwartz Optimized,5.029,0.004,0.9998,44-85
88,Schwartz Optimized,5.027,0.004,0.9998,43-85
89,Schwartz Optimized,5.022,0.003,0.9999,47-89
90,Schwartz Optimized,5.019,0.003,0.9999,47-90
91,Schwartz Optimized,5.018,0.003,0.9999,47-90
92,Schwartz Optimized,5.017,0.003,0.9999,47-91
93,Schwartz Optimized,5.007,0.003,0.9999,47-93
94,Schwartz Optimized,5.006,0.003,0.9999,47-94
95,Schwartz Optimized,5.006,0.002,0.9999,48-95
96,Schwartz Optimized,5.006,0.002,0.9999,48-96
97,Schwartz Optimized,5.007,0.002,0.9999,49-97
98,Schwartz Optimized,5.007,0.002,0.9999,49-98
99,Schwartz Optimized,5.007,0.002,0.9999,49-98
100,Schwartz Optimized,5.007,0.002,0.9999,49-99
101,Schwartz Optimized,5.007,0.002,0.9999,49-99
102,Schwartz Optimized,5.007,0.002,0.9999,49-99
103,Schwartz Optimized,5.007,0.002,0.9999,49-99
104,Schwartz Optimized,5.008,0.002,0.9999,49-99
105,Schwartz Optimized,5.008,0.002,0.9999,49-99
106,Schwartz Optimized,5.008,0.002,0.9999,49-99
107,Schwartz Optimized,5.008,0.002,0.9999,49-99
108,Schwartz Optimized,5.010,0.002,0.9999,49-99
109,Schwartz Optimized,5.010,0.002,0.9999,49-99
110,Schwartz Optimized,5.007,0.002,0.9999,49-99
111,Schwartz Optimized,5.007,0.002,0.9999,49-99
