V [mL];0.1M HCl/2-propanol;dichloromethane TitrationEQP1 E
2.435;-5.17
2.635;-6.04
2.835;-6.54
3.035;-6.91
3.235;-7.76
3.435;-8.93
3.635;-10.95
3.835;-12.29
4.035;-12.28
4.235;-16.59
4.435;-18.71
4.635;-29.36
4.835;-51.19
5.035;-97.32
5.1;-132.67
5.262;-475.57
5.282;-863.04
5.307;-1209.13
5.327;-1273.09
5.347;-1575.61
5.367;-2239.4
5.387;-1783.32
5.407;-1279.51
5.429;-796.18
5.457;-428.09

V [mL];0.1M HCl/2-propanol;dichloromethane TitrationEQP1 E
0;377.5
0.02;407.1
0.04;408.6
0.09;409
0.215;408.5
0.415;407.7
0.615;406.7
0.815;406
1.015;406
1.215;405.2
1.415;404.3
1.615;403.2
1.815;402.4
2.015;401.9
2.215;401
2.415;400
2.615;398.6
2.815;397.2
3.015;395.3
3.215;393.6
3.415;391.4
3.615;389.3
3.815;387.8
4.015;385.2
4.215;381.4
4.415;376.3
4.615;369
4.815;366.3
5.015;352.3
5.081;348.7
5.246;324.7
5.267;317.9
5.287;308.7
5.307;293.5
5.327;262.5
5.347;181.7
5.367;171.4
5.417;114.9
5.437;105.5
5.478;90.2
5.505;81.9
5.537;75.4
5.595;63
5.631;57.2

V [mL];0.1M HCl/2-propanol;dichloromethane TitrationEQP1 dE/dV
0.415;3.52
0.615;-3
0.815;-3.04
1.015;-3.31
1.215;-3.55
1.415;-3.84
1.615;-4.1
1.815;-4.22
2.015;-4.08
2.215;-4.69
2.415;-5.64
2.615;-6.97
2.815;-8.38
3.015;-8.98
3.215;-9.08
3.415;-9.11
3.615;-9.66
3.815;-13.51
4.015;-15.03
4.215;-19.34
4.415;-21.94
4.615;-32.58
4.815;-53.99
5.015;-105.75
5.081;-154.7
5.246;-544.76
5.267;-832.95
5.287;-923.04
5.307;-1071.85
5.327;-1458.39
5.347;-1571.33
5.367;-1360.56
5.417;-790.69
5.437;-552.57

V [mL];0.1M HCl/2-propanol;dichloromethane TitrationEQP1 E
0;379.2
0.02;388.7
0.04;384.4
0.09;383.9
0.215;381.5
0.415;392.1
0.529;392.2
0.729;391.2
0.929;390.1
1.129;389.7
1.329;389.1
1.529;388.5
1.729;388
1.929;387.7
2.129;388
2.329;387.3
2.529;386.2
2.729;385.7
2.929;384.7
3.129;384.2
3.329;382.4
3.529;380.1
3.729;375.6
3.929;377.8
4.129;375.9
4.329;372.9
4.529;369.6
4.729;364.2
4.929;355.4
5.094;351.3
5.294;326.4
5.315;323.6
5.367;304.8
5.387;292.8
5.407;267.7
5.427;170.7
5.447;126.7
5.467;111.3
5.496;96.4
5.52;84.4
5.54;77.9
5.578;69.3
5.629;59
5.673;50.3
5.714;42.5

V [mL];0.1M HCl/2-propanol;dichloromethane TitrationEQP1 dE/dV
0.415;9.96
0.529;5.68
0.729;0.52
0.929;-3.79
1.129;-7.02
1.329;-2.79
1.529;-1.74
1.729;-1.52
1.929;-1.65
2.129;-2.09
2.329;-2.48
2.529;-3.03
2.729;-3.4
2.929;-6.66
3.129;-8.06
3.329;-8.45
3.529;-8.45
3.729;-7.72
3.929;-7.22
4.129;-10
4.329;-10.5
4.529;-19.06
4.729;-33.27
4.929;-58.08
5.094;-113.43
5.294;-446.91
5.315;-737.86
5.367;-1199.77
5.387;-1236.6
5.407;-1354.01
5.427;-2142.85
5.447;-1807.4
5.467;-1175.16
5.496;-659.93
5.52;-418.26

