5,Schwartz Optimized,5.731,0.022,0.9999,0-5
6,Schwartz Optimized,2.150,0.035,0.9937,0-6
7,Schwartz Optimized,3.420,0.087,0.9950,4-7
8,Schwartz Optimized,2.199,0.040,0.9842,0-8
9,Schwartz Optimized,2.224,0.043,0.9774,0-9
10,Schwartz Optimized,nan,nan,0.9989,2-6
11,Schwartz Optimized,nan,nan,0.9950,7-11
12,Schwartz Optimized,2.298,0.049,0.9481,0-12
13,Schwartz Optimized,2.323,0.051,0.9354,0-13
14,Schwartz Optimized,4.243,0.059,0.9949,2-9
15,Schwartz Optimized,4.295,0.027,0.9989,8-15
16,Schwartz Optimized,4.490,0.023,0.9992,8-16
17,Schwartz Optimized,4.819,0.040,0.9979,8-16
18,Schwartz Optimized,4.815,0.031,0.9984,8-17
19,Schwartz Optimized,4.789,0.029,0.9986,9-18
20,Schwartz Optimized,4.784,0.023,0.9989,9-19
21,Schwartz Optimized,4.853,0.023,0.9990,10-20
22,Schwartz Optimized,4.830,0.019,0.9992,10-21
23,Schwartz Optimized,4.825,0.019,0.9992,10-21
24,Schwartz Optimized,4.796,0.018,0.9993,8-20
25,Schwartz Optimized,4.832,0.018,0.9993,8-20
26,Schwartz Optimized,4.841,0.016,0.9993,8-21
27,Schwartz Optimized,4.910,0.016,0.9994,8-21
28,Schwartz Optimized,4.941,0.019,0.9990,11-25
29,Schwartz Optimized,5.081,0.022,0.9989,8-22
30,Schwartz Optimized,5.081,0.022,0.9989,8-22
31,Schwartz Optimized,4.999,0.017,0.9991,12-27
32,Schwartz Optimized,4.922,0.013,0.9993,14-30
33,Schwartz Optimized,4.937,0.012,0.9994,17-33
34,Schwartz Optimized,4.891,0.010,0.9995,17-34
35,Schwartz Optimized,4.944,0.010,0.9995,17-34
36,Schwartz Optimized,4.928,0.010,0.9995,14-32
37,Schwartz Optimized,4.987,0.011,0.9994,15-33
38,Schwartz Optimized,5.004,0.012,0.9995,8-27
39,Schwartz Optimized,5.044,0.012,0.9995,8-27
40,Schwartz Optimized,5.040,0.011,0.9995,8-28
41,Schwartz Optimized,5.032,0.011,0.9995,8-28
42,Schwartz Optimized,5.029,0.008,0.9995,21-41
43,Schwartz Optimized,5.026,0.007,0.9996,21-42
44,Schwartz Optimized,4.993,0.008,0.9997,11-33
45,Schwartz Optimized,4.997,0.005,0.9997,23-45
46,Schwartz Optimized,4.983,0.005,0.9997,23-46
47,Schwartz Optimized,4.998,0.005,0.9997,23-46
48,Schwartz Optimized,5.004,0.004,0.9997,23-47
49,Schwartz Optimized,5.000,0.004,0.9997,23-47
50,Schwartz Optimized,4.999,0.004,0.9998,24-49
51,Schwartz Optimized,5.001,0.004,0.9998,25-50
52,Schwartz Optimized,5.001,0.003,0.9998,25-51
53,Schwartz Optimized,5.001,0.003,0.9998,25-51
54,Schwartz Optimized,5.001,0.003,0.9998,24-51
55,Schwartz Optimized,5.002,0.003,0.9998,27-54
56,Schwartz Optimized,5.002,0.003,0.9998,27-55
57,Schwartz Optimized,5.001,0.003,0.9998,27-55
58,Schwartz Optimized,5.000,0.002,0.9999,27-56
59,Schwartz Optimized,5.000,0.002,0.9999,27-56
60,Schwartz Optimized,5.005,0.002,0.9999,29-59
61,Schwartz Optimized,5.005,0.002,0.9999,30-60
62,Schwartz Optimized,5.008,0.002,0.9999,30-61
63,Schwartz Optimized,5.006,0.002,0.9999,28-59
64,Schwartz Optimized,5.005,0.002,0.9999,27-59
65,Schwartz Optimized,5.004,0.002,0.9999,27-59
66,Schwartz Optimized,5.005,0.002,0.9999,27-60
67,Schwartz Optimized,5.005,0.002,0.9999,27-60
68,Schwartz Optimized,5.004,0.002,0.9999,25-59
69,Schwartz Optimized,5.005,0.002,0.9999,25-59
70,Schwartz Optimized,5.004,0.002,0.9999,24-59
71,Schwartz Optimized,5.006,0.002,0.9999,24-59
72,Schwartz Optimized,5.006,0.002,0.9999,24-60
73,Schwartz Optimized,5.006,0.002,0.9999,24-60
74,Schwartz Optimized,5.006,0.002,0.9999,24-60
75,Schwartz Optimized,5.006,0.002,0.9999,24-60
76,Schwartz Optimized,5.006,0.002,0.9999,24-60
77,Schwartz Optimized,5.006,0.002,0.9999,24-60
78,Schwartz Optimized,5.006,0.002,0.9999,24-60
79,Schwartz Optimized,5.006,0.002,0.9999,24-60
80,Schwartz Optimized,5.006,0.002,0.9999,24-60
81,Schwartz Optimized,5.006,0.002,0.9999,24-60
82,Schwartz Optimized,5.006,0.002,0.9999,24-60
83,Schwartz Optimized,5.006,0.002,0.9999,24-60
84,Schwartz Optimized,5.006,0.002,0.9999,24-60
85,Schwartz Optimized,5.006,0.002,0.9999,24-60
86,Schwartz Optimized,5.006,0.002,0.9999,24-60
87,Schwartz Optimized,5.006,0.002,0.9999,24-60
88,Schwartz Optimized,5.006,0.002,0.9999,24-60
89,Schwartz Optimized,5.006,0.002,0.9999,24-60
90,Schwartz Optimized,5.006,0.002,0.9999,24-60
91,Schwartz Optimized,5.006,0.002,0.9999,24-60
92,Schwartz Optimized,5.006,0.002,0.9999,24-60
93,Schwartz Optimized,5.006,0.002,0.9999,24-60
94,Schwartz Optimized,5.006,0.002,0.9999,24-60
95,Schwartz Optimized,5.006,0.002,0.9999,24-60
96,Schwartz Optimized,5.006,0.002,0.9999,24-60
97,Schwartz Optimized,5.006,0.002,0.9999,24-60
98,Schwartz Optimized,5.006,0.002,0.9999,24-60
99,Schwartz Optimized,5.006,0.002,0.9999,24-60
100,Schwartz Optimized,5.006,0.002,0.9999,24-60
101,Schwartz Optimized,5.006,0.002,0.9999,24-60
102,Schwartz Optimized,5.006,0.002,0.9999,24-60
103,Schwartz Optimized,5.006,0.002,0.9999,24-60
104,Schwartz Optimized,5.006,0.002,0.9999,24-60
105,Schwartz Optimized,5.006,0.002,0.9999,24-60
106,Schwartz Optimized,5.006,0.002,0.9999,24-60
107,Schwartz Optimized,5.006,0.002,0.9999,24-60
