9,Schwartz Optimized,2.223,0.043,0.9767,0-9
10,Schwartz Optimized,4.618,0.147,0.9919,6-10
11,Schwartz Optimized,4.945,0.000,1.0000,7-11
12,Schwartz Optimized,4.996,0.001,1.0000,7-12
13,Schwartz Optimized,5.020,0.000,1.0000,8-13
14,Schwartz Optimized,4.944,0.027,0.9994,7-13
15,Schwartz Optimized,4.357,0.011,0.9998,7-13
16,Schwartz Optimized,4.410,0.018,0.9994,8-15
17,Schwartz Optimized,4.712,0.020,0.9995,8-15
18,Schwartz Optimized,4.709,0.016,0.9996,7-15
19,Schwartz Optimized,4.684,0.016,0.9996,7-15
20,Schwartz Optimized,4.755,0.018,0.9994,10-19
21,Schwartz Optimized,4.972,0.021,0.9994,7-16
22,Schwartz Optimized,4.969,0.017,0.9996,7-17
23,Schwartz Optimized,4.977,0.017,0.9996,7-17
24,Schwartz Optimized,4.980,0.014,0.9997,7-18
25,Schwartz Optimized,4.974,0.014,0.9997,7-18
26,Schwartz Optimized,4.968,0.012,0.9997,7-19
27,Schwartz Optimized,4.917,0.012,0.9997,7-19
28,Schwartz Optimized,4.930,0.013,0.9996,7-20
29,Schwartz Optimized,5.047,0.012,0.9997,8-21
30,Schwartz Optimized,5.048,0.011,0.9997,7-21
31,Schwartz Optimized,5.095,0.011,0.9997,7-21
32,Schwartz Optimized,5.095,0.011,0.9997,7-21
33,Schwartz Optimized,5.082,0.010,0.9998,8-23
34,Schwartz Optimized,5.082,0.010,0.9998,8-23
35,Schwartz Optimized,5.069,0.009,0.9998,7-23
36,Schwartz Optimized,5.060,0.009,0.9998,7-24
37,Schwartz Optimized,5.068,0.009,0.9998,7-24
38,Schwartz Optimized,5.025,0.008,0.9998,7-25
39,Schwartz Optimized,5.066,0.008,0.9998,7-25
40,Schwartz Optimized,5.066,0.008,0.9998,7-25
41,Schwartz Optimized,5.061,0.007,0.9998,7-26
42,Schwartz Optimized,5.018,0.005,0.9998,20-40
43,Schwartz Optimized,5.002,0.004,0.9998,22-42
44,Schwartz Optimized,5.002,0.004,0.9999,22-43
45,Schwartz Optimized,4.998,0.004,0.9999,22-43
46,Schwartz Optimized,5.015,0.003,0.9999,25-46
47,Schwartz Optimized,5.021,0.003,0.9999,25-47
48,Schwartz Optimized,5.019,0.003,0.9999,25-47
49,Schwartz Optimized,5.021,0.003,0.9999,25-48
50,Schwartz Optimized,5.021,0.003,0.9999,25-48
51,Schwartz Optimized,5.017,0.002,0.9999,25-49
52,Schwartz Optimized,5.017,0.002,0.9999,25-49
53,Schwartz Optimized,5.006,0.002,0.9999,27-52
54,Schwartz Optimized,5.014,0.003,0.9999,21-47
55,Schwartz Optimized,5.009,0.002,0.9999,29-55
56,Schwartz Optimized,5.004,0.002,0.9999,28-55
57,Schwartz Optimized,5.007,0.002,0.9999,28-55
58,Schwartz Optimized,5.008,0.002,0.9999,27-55
59,Schwartz Optimized,5.016,0.002,0.9999,20-48
60,Schwartz Optimized,5.015,0.002,0.9999,20-49
61,Schwartz Optimized,5.006,0.002,0.9999,26-55
62,Schwartz Optimized,5.006,0.001,0.9999,29-59
63,Schwartz Optimized,5.006,0.001,0.9999,29-59
64,Schwartz Optimized,5.005,0.001,0.9999,29-60
65,Schwartz Optimized,5.005,0.001,0.9999,29-60
66,Schwartz Optimized,5.005,0.001,0.9999,28-60
67,Schwartz Optimized,5.006,0.001,0.9999,28-60
68,Schwartz Optimized,5.007,0.001,0.9999,27-60
69,Schwartz Optimized,5.006,0.001,0.9999,27-60
70,Schwartz Optimized,5.006,0.002,0.9999,21-55
71,Schwartz Optimized,5.006,0.002,0.9999,21-55
72,Schwartz Optimized,5.006,0.002,0.9999,20-55
