0.02	2.34785701864538E-06
0.04	4.5695067369633E-06
0.09	9.43766486582274E-06
0.215	1.79895908565664E-05
0.3825	2.44670385183467E-05
0.5825	2.75042656569132E-05
0.7825	2.83560636083721E-05
0.9825	2.84089340794112E-05
1.1825	2.76029378530007E-05
1.3825	2.61541980295678E-05
1.5825	2.47396614652038E-05
1.7825	2.30278471646287E-05
1.9825	2.13300279495496E-05
2.1825	1.97859953872406E-05
2.3825	1.79184590200536E-05
2.5825	1.58023078984342E-05
2.7825	1.3745075843092E-05
2.9825	1.19402805027831E-05
3.1825	9.77822352244506E-06
3.3825	7.76165805588137E-06
3.5825	5.50552545727591E-06
3.703	4.26659845293478E-06
3.8115	3.05789924882317E-06
3.879	2.34235568196142E-06
3.937	1.63616339574842E-06
3.969	1.19876813295924E-06
3.989	1.08041063467184E-06
4.039	4.98369830271316E-07
4.059	2.98457762098362E-07
4.079	4.77728505938089E-08
4.099	4.83069813092545E-09
4.119	2.18577701891906E-09
4.1415	1.3045698412768E-09
4.1645	9.42311245926257E-10
4.1995	6.5396918986205E-10
4.2385	4.91028512311871E-10
4.2965	3.58939711856243E-10
4.371	2.71657888671043E-10
4.4815	1.99295009179662E-10
4.6175	1.49817688003295E-10
