5,Schwartz Optimized,1.058,0.026,0.9978,0-5
6,Schwartz Optimized,nan,nan,0.9985,0-5
7,Schwartz Optimized,nan,nan,0.9971,0-6
8,Schwartz Optimized,nan,nan,0.9979,0-7
9,Schwartz Optimized,nan,nan,0.9985,0-8
10,Schwartz Optimized,nan,nan,0.9987,0-9
11,Schwartz Optimized,nan,nan,0.9987,0-10
12,Schwartz Optimized,nan,nan,0.9988,0-11
13,Schwartz Optimized,nan,nan,0.9989,0-12
14,Schwartz Optimized,nan,nan,0.9987,0-13
15,Schwartz Optimized,nan,nan,0.9988,0-14
16,Schwartz Optimized,nan,nan,0.9987,0-15
17,Schwartz Optimized,nan,nan,0.9983,0-16
18,Schwartz Optimized,nan,nan,0.9979,0-17
19,Schwartz Optimized,nan,nan,0.9977,0-18
20,Schwartz Optimized,nan,nan,0.9974,0-19
21,Schwartz Optimized,nan,nan,0.9971,0-20
22,Schwartz Optimized,nan,nan,0.9968,0-21
23,Schwartz Optimized,nan,nan,0.9967,0-22
24,Schwartz Optimized,nan,nan,0.9965,0-23
25,Schwartz Optimized,1.370,0.048,0.9314,0-25
26,Schwartz Optimized,2.751,0.023,0.9988,3-16
27,Schwartz Optimized,2.751,0.023,0.9988,3-16
28,Schwartz Optimized,1.928,0.026,0.9966,0-14
29,Schwartz Optimized,2.004,0.023,0.9974,0-14
30,Schwartz Optimized,1.989,0.026,0.9964,0-15
31,Schwartz Optimized,2.285,0.041,0.9841,16-31
32,Schwartz Optimized,3.029,0.048,0.9907,16-32
33,Schwartz Optimized,2.991,0.048,0.9899,17-33
34,Schwartz Optimized,3.131,0.027,0.9984,3-19
35,Schwartz Optimized,4.670,0.026,0.9993,21-35
36,Schwartz Optimized,5.121,0.031,0.9992,19-32
37,Schwartz Optimized,5.121,0.031,0.9992,19-32
38,Schwartz Optimized,4.694,0.021,0.9994,21-36
39,Schwartz Optimized,3.432,0.026,0.9985,5-23
40,Schwartz Optimized,4.700,0.019,0.9995,22-38
41,Schwartz Optimized,4.929,0.018,0.9996,25-41
42,Schwartz Optimized,4.815,0.016,0.9996,25-42
43,Schwartz Optimized,5.221,0.019,0.9996,26-42
44,Schwartz Optimized,5.218,0.018,0.9996,27-43
45,Schwartz Optimized,5.097,0.015,0.9997,27-44
46,Schwartz Optimized,5.173,0.016,0.9997,27-44
47,Schwartz Optimized,5.039,0.013,0.9997,26-44
48,Schwartz Optimized,5.134,0.013,0.9998,30-48
49,Schwartz Optimized,5.057,0.011,0.9998,29-48
50,Schwartz Optimized,5.119,0.010,0.9998,30-49
51,Schwartz Optimized,5.148,0.009,0.9998,30-50
52,Schwartz Optimized,5.124,0.009,0.9998,30-50
53,Schwartz Optimized,5.046,0.009,0.9998,31-52
54,Schwartz Optimized,5.033,0.008,0.9998,31-53
55,Schwartz Optimized,5.004,0.008,0.9998,31-55
56,Schwartz Optimized,4.976,0.008,0.9998,31-55
57,Schwartz Optimized,4.991,0.007,0.9999,31-56
58,Schwartz Optimized,5.061,0.007,0.9999,30-54
59,Schwartz Optimized,5.086,0.007,0.9999,30-54
60,Schwartz Optimized,5.115,0.007,0.9999,30-54
61,Schwartz Optimized,5.134,0.007,0.9999,35-60
62,Schwartz Optimized,5.137,0.006,0.9999,37-62
63,Schwartz Optimized,5.140,0.006,0.9999,37-63
64,Schwartz Optimized,5.127,0.006,0.9999,37-63
65,Schwartz Optimized,5.113,0.005,0.9999,37-64
66,Schwartz Optimized,5.103,0.004,0.9999,37-65
67,Schwartz Optimized,5.113,0.004,0.9999,39-67
68,Schwartz Optimized,5.074,0.004,0.9999,38-67
69,Schwartz Optimized,5.095,0.004,0.9999,39-68
70,Schwartz Optimized,5.087,0.003,0.9999,39-69
71,Schwartz Optimized,5.080,0.003,0.9999,40-70
72,Schwartz Optimized,5.063,0.003,0.9999,38-70
