1,Schwartz Optimized,nan,nan,0.0000,0-0
2,Schwartz Optimized,nan,None,0.0000,0-1
3,Schwartz Optimized,0.415,0.000,1.0000,0-2
4,Schwartz Optimized,0.533,0.014,0.9981,0-3
5,Schwartz Optimized,0.702,0.044,0.9844,0-5
6,Schwartz Optimized,nan,nan,0.9887,0-5
7,Schwartz Optimized,nan,nan,0.9846,0-6
8,Schwartz Optimized,nan,nan,0.9794,0-7
9,Schwartz Optimized,nan,nan,0.9764,0-8
10,Schwartz Optimized,nan,nan,0.9708,0-9
11,Schwartz Optimized,nan,nan,0.9648,0-10
12,Schwartz Optimized,nan,nan,0.9640,0-11
13,Schwartz Optimized,nan,nan,0.9589,0-12
14,Schwartz Optimized,nan,nan,0.9568,0-13
15,Schwartz Optimized,0.578,0.048,0.7454,0-15
16,Schwartz Optimized,1.407,0.024,0.9971,11-16
17,Schwartz Optimized,1.452,0.032,0.9933,11-17
18,Schwartz Optimized,9.840,0.004,1.0000,15-18
19,Schwartz Optimized,1.561,0.051,0.9786,11-19
20,Schwartz Optimized,1.756,0.056,0.9793,11-20
21,Schwartz Optimized,0.752,0.057,0.6647,0-21
22,Schwartz Optimized,0.780,0.059,0.6535,0-22
23,Schwartz Optimized,0.808,0.060,0.6426,0-23
24,Schwartz Optimized,0.837,0.062,0.6324,0-24
25,Schwartz Optimized,0.865,0.063,0.6225,0-25
26,Schwartz Optimized,0.893,0.064,0.6131,0-26
27,Schwartz Optimized,0.921,0.066,0.6040,0-27
28,Schwartz Optimized,2.511,0.054,0.9857,15-28
29,Schwartz Optimized,2.852,0.062,0.9856,15-29
30,Schwartz Optimized,2.789,0.062,0.9832,15-30
31,Schwartz Optimized,3.330,0.069,0.9864,15-30
32,Schwartz Optimized,3.370,0.066,0.9870,15-31
33,Schwartz Optimized,3.856,0.067,0.9909,15-31
34,Schwartz Optimized,3.688,0.056,0.9929,19-34
35,Schwartz Optimized,3.888,0.052,0.9943,19-35
36,Schwartz Optimized,3.761,0.047,0.9943,19-36
37,Schwartz Optimized,3.761,0.047,0.9943,19-35
38,Schwartz Optimized,4.230,0.059,0.9932,17-35
39,Schwartz Optimized,4.209,0.055,0.9938,16-35
40,Schwartz Optimized,4.294,0.054,0.9943,16-35
41,Schwartz Optimized,4.275,0.050,0.9948,15-35
42,Schwartz Optimized,4.391,0.050,0.9953,15-35
43,Schwartz Optimized,4.340,0.053,0.9944,14-35
44,Schwartz Optimized,4.340,0.053,0.9944,14-35
45,Schwartz Optimized,4.187,0.056,0.9928,13-35
46,Schwartz Optimized,4.187,0.056,0.9928,13-35
47,Schwartz Optimized,4.711,0.048,0.9961,13-35
48,Schwartz Optimized,4.625,0.048,0.9958,13-35
49,Schwartz Optimized,4.571,0.053,0.9948,12-35
50,Schwartz Optimized,4.825,0.049,0.9962,13-35
51,Schwartz Optimized,4.784,0.050,0.9958,12-35
52,Schwartz Optimized,5.070,0.052,0.9962,11-34
53,Schwartz Optimized,5.047,0.049,0.9964,11-35
54,Schwartz Optimized,5.036,0.048,0.9965,11-35
55,Schwartz Optimized,5.002,0.049,0.9963,10-35
56,Schwartz Optimized,4.933,0.049,0.9961,10-35
57,Schwartz Optimized,4.906,0.048,0.9961,9-35
58,Schwartz Optimized,5.120,0.046,0.9968,8-34
59,Schwartz Optimized,5.120,0.046,0.9968,8-34
60,Schwartz Optimized,5.041,0.044,0.9969,8-35
61,Schwartz Optimized,4.452,0.038,0.9918,30-61
62,Schwartz Optimized,4.557,0.036,0.9929,31-62
63,Schwartz Optimized,4.613,0.034,0.9936,31-63
64,Schwartz Optimized,4.669,0.033,0.9942,31-63
65,Schwartz Optimized,4.648,0.031,0.9942,31-64
66,Schwartz Optimized,4.703,0.031,0.9946,31-64
67,Schwartz Optimized,4.725,0.030,0.9948,31-65
68,Schwartz Optimized,4.754,0.030,0.9950,31-65
69,Schwartz Optimized,4.789,0.028,0.9954,31-66
70,Schwartz Optimized,4.870,0.023,0.9969,37-70
71,Schwartz Optimized,4.883,0.027,0.9960,31-67
72,Schwartz Optimized,4.935,0.020,0.9974,37-72
73,Schwartz Optimized,5.019,0.021,0.9974,43-73
74,Schwartz Optimized,5.006,0.020,0.9974,43-74
75,Schwartz Optimized,5.011,0.019,0.9976,43-74
76,Schwartz Optimized,5.014,0.018,0.9978,43-75
77,Schwartz Optimized,5.002,0.018,0.9977,39-76
78,Schwartz Optimized,5.021,0.016,0.9980,44-77
79,Schwartz Optimized,5.006,0.016,0.9978,41-78
80,Schwartz Optimized,4.993,0.014,0.9983,43-80
81,Schwartz Optimized,4.972,0.015,0.9982,37-77
82,Schwartz Optimized,4.977,0.014,0.9982,41-81
83,Schwartz Optimized,4.982,0.013,0.9983,41-82
84,Schwartz Optimized,4.977,0.012,0.9986,43-84
85,Schwartz Optimized,4.979,0.011,0.9987,43-85
86,Schwartz Optimized,4.980,0.010,0.9987,43-85
87,Schwartz Optimized,4.987,0.010,0.9988,44-86
88,Schwartz Optimized,4.989,0.009,0.9989,44-87
89,Schwartz Optimized,5.002,0.005,0.9997,46-89
90,Schwartz Optimized,5.002,0.005,0.9997,46-90
91,Schwartz Optimized,5.007,0.004,0.9998,47-91
92,Schwartz Optimized,5.006,0.003,0.9998,47-92
93,Schwartz Optimized,5.005,0.003,0.9998,47-92
94,Schwartz Optimized,5.006,0.003,0.9998,47-93
95,Schwartz Optimized,5.007,0.003,0.9998,48-94
96,Schwartz Optimized,5.007,0.003,0.9999,47-94
97,Schwartz Optimized,5.007,0.003,0.9999,47-94
98,Schwartz Optimized,5.006,0.003,0.9999,48-96
99,Schwartz Optimized,5.009,0.003,0.9999,48-96
100,Schwartz Optimized,5.010,0.003,0.9999,48-96
101,Schwartz Optimized,5.011,0.003,0.9999,47-96
102,Schwartz Optimized,5.007,0.003,0.9999,47-97
103,Schwartz Optimized,5.007,0.003,0.9999,47-97
104,Schwartz Optimized,5.007,0.002,0.9999,48-98
105,Schwartz Optimized,5.007,0.002,0.9999,48-98
106,Schwartz Optimized,5.006,0.003,0.9999,47-97
107,Schwartz Optimized,5.006,0.003,0.9999,47-97
108,Schwartz Optimized,5.006,0.003,0.9999,47-97
109,Schwartz Optimized,5.006,0.003,0.9999,47-97
110,Schwartz Optimized,5.005,0.003,0.9999,47-97
111,Schwartz Optimized,5.005,0.003,0.9999,47-97
