0	183.2
0.02	182.6
0.04	181.8
0.09	179.5
0.215	174.4
0.415	166.3
0.615	158.5
0.815	152.2
1.015	146.3
1.215	140.9
1.415	136.2
1.615	131.4
1.815	127
